id,title,description,category
214532,Open up the API for org.eclipse.jface.layout.AbstractColumnLayout,Open up the API for org.eclipse.jface.layout.AbstractColumnLayout,UI Bug
178795,NPE from add exception breakpoint dialog,NPE from add exception breakpoint dialog,Crash/Error
474517,Add option for trace-test.js to skip slow test,Add option for trace-test.js to skip slow test,Performance Issue
204667,[template] Default resolution for 'var' variable should be closest variable,[template] Default resolution for 'var' variable should be closest variable,Configuration Error
125017,CVS Subscriber getSyncInfo obtains scheduling rule,CVS Subscriber getSyncInfo obtains scheduling rule,Feature Request
333250,slow-path GTK2 native theme rendering is used too often,slow-path GTK2 native theme rendering is used too often,Performance Issue
369814,jar: protocol is an XSS hazard due to ignoring mime type and being considered same-origin with hosting site,jar: protocol is an XSS hazard due to ignoring mime type and being considered same-origin with hosting site,Security Vulnerability
351123,"After T-bird opens, it build inbox profile and displays after a delay all old and new messages. However, after that, if you hit ""Get Mail"" icon - NOTHING HAPPENS. So, you may have T-bird open for a long time with many messages coming in","After T-bird opens, it build inbox profile and displays after a delay all old and new messages. However, after that, if you hit ""Get Mail"" icon - NOTHING HAPPENS. So, you may have T-bird open for a long time with many messages coming in",Performance Issue
620669,d3d9 layout does not compile on mingw,d3d9 layout does not compile on mingw,UI Bug
583602,JS exception during autoconfig if no network connection NS_ERROR_OFFLINE,JS exception during autoconfig if no network connection NS_ERROR_OFFLINE,Crash/Error
422024,crashes in free called by _releasevariantvalue,crashes in free called by _releasevariantvalue,Crash/Error
354973,Yet Another PopupBlocker XSS,Yet Another PopupBlocker XSS,Security Vulnerability
717916,Add an Inpsect button to the infobar,Add an Inpsect button to the infobar,UI Bug
448166,escaped low surrogates possible XSS hazard in URIs,escaped low surrogates possible XSS hazard in URIs,Security Vulnerability
180924,Not implemented exception during parsing CPP files,Not implemented exception during parsing CPP files,Crash/Error
329792,Bookmark Properties dialog needlessly increases GUI font size,Bookmark Properties dialog needlessly increases GUI font size,UI Bug
486129,"When closing the last tab, the height of Tab Bar changes if using large menu font size (browser.tabs.closeWindowWithLastTab = false)","When closing the last tab, the height of Tab Bar changes if using large menu font size (browser.tabs.closeWindowWithLastTab = false)",UI Bug
325678,edc - ARM - disassembly - check for alignment when disassembling instructions,edc - ARM - disassembly - check for alignment when disassembling instructions,UI Bug
590797,CSS editor panel should be resizable,CSS editor panel should be resizable,UI Bug
126886,[Model Sync] How do we get author into compare editor,[Model Sync] How do we get author into compare editor,Data Inconsistency
726218,Fix totally wrong OOM handling in MapObject.cpp,Fix totally wrong OOM handling in MapObject.cpp,Crash/Error
220838,null pointer exception in HoldsOption.java when converting tools,null pointer exception in HoldsOption.java when converting tools,Crash/Error
492560,Slow script dialog appears while print dialog is open,Slow script dialog appears while print dialog is open,Performance Issue
656379,CSS Hover and active should propagate from labels to the labeled content,CSS Hover and active should propagate from labels to the labeled content,UI Bug
242716,Exception in Table with SWT.MEASUREITEM,Exception in Table with SWT.MEASUREITEM,Crash/Error
623597,Properly align layout elements in net inspector when horizontal scrolling is needed,Properly align layout elements in net inspector when horizontal scrolling is needed,UI Bug
126049,[Model Sync] Multi-select doesn't work in model sync,[Model Sync] Multi-select doesn't work in model sync,Data Inconsistency
123630,CCE pressing Aply in Launch config pref page,CCE pressing Aply in Launch config pref page,Configuration Error
320547,[Webapp][Security] Misuse of /topic/file,[Webapp][Security] Misuse of /topic/file,Security Vulnerability
592410,WebConsole: Reloading page while requests are not done causes exception,WebConsole: Reloading page while requests are not done causes exception,Crash/Error
347405,go button disconnected from URL bar. URL bar too tall,go button disconnected from URL bar. URL bar too tall,UI Bug
498863,"Error: uncaught exception: [Exception... ""Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE) [nsIAnnotationService.itemHasAnnotation] shows in the Error Console when Description column shown and mouse hover histrory item in The Library","Error: uncaught exception: [Exception... ""Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE) [nsIAnnotationService.itemHasAnnotation] shows in the Error Console when Description column shown and mouse hover histrory item in The Library",Crash/Error
299044,Conflicting mnemonic in 'JUnit' launch config's 'Test' tab,Conflicting mnemonic in 'JUnit' launch config's 'Test' tab,Configuration Error
127513,[Model Sync] Opening sync wizard blocks UI if building,[Model Sync] Opening sync wizard blocks UI if building,Data Inconsistency
563448,sync NPAPI headers with npapi-headers revision 10,sync NPAPI headers with npapi-headers revision 10,Data Inconsistency
217806,NPE when trying to extract local variable,NPE when trying to extract local variable,Configuration Error
493202,Add a hidden pref to control the CSS-pixel-to-dev-pixel ratio,Add a hidden pref to control the CSS-pixel-to-dev-pixel ratio,UI Bug
467409,"Huge sessionstore.js file (50MB) causes very slow start-up, huge memory usage","Huge sessionstore.js file (50MB) causes very slow start-up, huge memory usage",Performance Issue
423059,"When using top right button (Mac OS X), no dark line between browser content and titlebar (10.5.2)","When using top right button (Mac OS X), no dark line between browser content and titlebar (10.5.2)",UI Bug
694287,GFX glitches when forward button is showed,GFX glitches when forward button is showed,UI Bug
219361,RCPTestWorkbenchAdvisor has widget exception,RCPTestWorkbenchAdvisor has widget exception,Crash/Error
221302,[browser] Eclipse crashes everytime the internal browser component is activated,[browser] Eclipse crashes everytime the internal browser component is activated,Crash/Error
698996,Firefox painfully slow rendering SVG elements,Firefox painfully slow rendering SVG elements,Performance Issue
788076,Settings API: Need to notify content processes about the settings changes when calling SettingsService.set() from chrome process,Settings API: Need to notify content processes about the settings changes when calling SettingsService.set() from chrome process,Configuration Error
414872,The security advisor 'larry' has ugly focus ring around 'more info',The security advisor 'larry' has ugly focus ring around 'more info',Security Vulnerability
429970,Latin accel keys only function with Shift while in Hebrew layout,Latin accel keys only function with Shift while in Hebrew layout,UI Bug
340332,"""Allowed Sites"" button related to ""Block Popup Windows"" option should be named ""Exceptions"" for consistency","""Allowed Sites"" button related to ""Block Popup Windows"" option should be named ""Exceptions"" for consistency",UI Bug
740451,"IRC account cannot be created (uncaught exception, NS_ERROR_FILE_TOO_BIG in mozIStorageConnection.setGrowthIncrement)","IRC account cannot be created (uncaught exception, NS_ERROR_FILE_TOO_BIG in mozIStorageConnection.setGrowthIncrement)",Crash/Error
403794,Crashes and unit'd aExtraState in various ::GetState() impls,Crashes and unit'd aExtraState in various ::GetState() impls,Crash/Error
137816,"Synchronize button disables functionality of ""expand topic"" buttons in all topics below the selection","Synchronize button disables functionality of ""expand topic"" buttons in all topics below the selection",UI Bug
561652,Lanikai crashes on Cold Start,Lanikai crashes on Cold Start,Crash/Error
574158,gfxXlibSurface::TakePixmap crashes when cairo surface creation fails,gfxXlibSurface::TakePixmap crashes when cairo surface creation fails,Crash/Error
599558,Button elements should not have :optional applying to them,Button elements should not have :optional applying to them,UI Bug
334080,crashes due to null mBodyContent in nsImageDocument::CheckOverflowing [@ nsStyleContext::GetStyleData],crashes due to null mBodyContent in nsImageDocument::CheckOverflowing [@ nsStyleContext::GetStyleData],Crash/Error
731287,don't use GetComputedStyle for background-color in HTML table layout guess,don't use GetComputedStyle for background-color in HTML table layout guess,UI Bug
